EmployeeID,Age,Gender,Department,City,Experience,Salary,PerformanceScore,TrainingHours,Status
EMP0357,56,Female,IT,Hyderabad,23.4,114847.94,3,27.6,Active
EMP0358,42,Female,Sales,Bengaluru,13.8,91805.64,3,7.3,Active
EMP0359,42,Female,Operations,Hyderabad,1.7,37718.3,3,13.3,Active
EMP0360,42,Male,Sales,Pune,29.8,139061.92,4,38.1,Active
EMP0361,54,Male,Finance,Mumbai,1.7,52272.98,2,43.0,Active
EMP0362,49,Male,Sales,Pune,20.9,112870.41,3,15.3,Active
EMP0363,58,Female,Finance,Mumbai,29.5,147814.9,4,29.0,Active
EMP0364,53,Male,Sales,Mumbai,7.2,69945.48,4,36.6,Active
EMP0365,38,Female,Operations,Chennai,4.3,46399.53,3,19.4,Active
EMP0366,27,Female,Finance,Bengaluru,3.6,47702.11,4,12.0,Active
EMP0367,21,Male,Operations,Pune,9.1,57168.8,3,10.1,Active
EMP0368,53,Male,Operations,Mumbai,3.0,37896.72,3,40.2,Active
EMP0369,21,Male,IT,Pune,20.8,139392.76,1,14.7,Active
EMP0370,44,Male,IT,Pune,1.9,59607.44,3,34.7,On Leave
EMP0371,24,Female,IT,Mumbai,15.3,85741.41,4,30.8,Active
EMP0372,24,Female,IT,Coimbatore,29.9,137070.34,2,31.3,Active
EMP0373,38,Male,IT,Hyderabad,24.4,132254.93,3,32.0,Active
EMP0374,47,Female,Sales,Bengaluru,18.5,106128.12,4,44.1,Active
EMP0375,52,Female,IT,Bengaluru,9.2,79591.07,3,12.7,Active
EMP0376,53,Female,HR,Coimbatore,18.7,96410.35,3,10.4,Active
EMP0377,48,Male,Marketing,Chennai,15.8,89296.37,4,8.7,On Leave
EMP0378,56,Male,IT,Coimbatore,12.8,90423.04,2,21.7,Active
EMP0379,26,Male,Marketing,Chennai,3.9,49337.14,5,22.0,Inactive
EMP0380,36,Female,HR,Chennai,26.6,108345.6,2,7.0,Active
EMP0381,54,Male,IT,Coimbatore,13.5,88411.6,4,6.8,Inactive
EMP0382,43,Male,Sales,Bengaluru,5.8,50488.75,3,54.7,Active
EMP0383,44,Female,Sales,Hyderabad,11.0,76901.69,4,34.8,Active
EMP0384,33,Female,Operations,Bengaluru,12.4,101282.07,2,8.2,Active
EMP0385,38,Female,Marketing,Bengaluru,24.8,124739.85,4,28.8,Active
EMP0386,33,Male,Marketing,Bengaluru,22.0,109491.76,3,14.8,Active
EMP0387,57,Male,HR,Coimbatore,23.1,121224.41,3,18.4,Active
EMP0388,59,Female,IT,Coimbatore,0.3,47911.5,3,35.6,Active
EMP0389,37,Male,Marketing,Coimbatore,12.5,82110.76,4,20.9,Active
EMP0390,35,Male,Marketing,Bengaluru,14.4,90254.8,5,15.0,Active
EMP0391,38,Male,Operations,Hyderabad,0.6,52552.35,2,53.1,Active
EMP0392,43,Male,Finance,Chennai,7.8,58252.89,1,13.0,Active
EMP0393,50,Male,HR,Pune,22.8,116589.06,4,29.6,Active
EMP0394,54,Female,Marketing,Chennai,4.1,41938.95,2,18.9,Active
EMP0395,24,Female,HR,Chennai,16.1,93794.1,5,27.8,Active
EMP0396,23,Female,Operations,Pune,6.5,49400.51,4,33.1,Active
EMP0397,27,Male,Operations,Bengaluru,0.4,32061.07,4,50.0,Active
EMP0398,38,Male,Finance,Hyderabad,7.2,62839.28,2,9.0,Active
EMP0399,27,Male,Marketing,Hyderabad,29.3,145356.53,3,55.2,Inactive
EMP0400,60,Female,Marketing,Chennai,24.0,126347.64,4,22.6,Active
EMP0401,26,Male,IT,Pune,28.8,133834.26,5,27.3,Active
EMP0402,42,Female,Operations,Mumbai,14.6,85539.47,5,19.2,Active
EMP0403,21,Female,Finance,Bengaluru,3.3,45873.36,2,21.7,On Leave
EMP0404,24,Male,Marketing,Chennai,16.4,82331.96,2,30.0,Active
EMP0405,49,Male,HR,Hyderabad,13.6,78863.86,2,6.3,Active
EMP0406,41,Female,Operations,Coimbatore,25.3,120082.14,4,27.7,Active
EMP0407,46,Female,Finance,Coimbatore,2.9,69563.73,3,21.4,Active
EMP0408,34,Male,IT,Pune,14.6,97563.68,1,38.4,Active
EMP0409,29,Male,Operations,Pune,4.5,38729.06,3,13.1,Active
EMP0410,32,Female,IT,Chennai,9.7,72431.81,3,35.6,Active
EMP0411,26,Male,HR,Mumbai,22.1,118521.07,5,7.3,Inactive
EMP0412,40,Male,Operations,Hyderabad,14.3,100757.54,3,18.4,Active
EMP0413,44,Male,Operations,Chennai,11.3,60862.13,3,20.5,Active
EMP0414,47,Male,Sales,Mumbai,11.8,63260.6,3,26.2,Active
EMP0415,58,Male,Sales,Pune,13.8,100267.72,3,31.3,Active
EMP0416,28,Male,Finance,Coimbatore,23.6,125716.91,1,16.7,On Leave
EMP0417,21,Male,HR,Bengaluru,26.8,119853.66,2,11.8,Inactive
EMP0418,44,Male,HR,Coimbatore,28.7,137727.03,4,22.3,Inactive
EMP0419,27,Female,Sales,Hyderabad,23.6,98514.02,2,34.5,On Leave
EMP0420,39,Female,Marketing,Hyderabad,9.5,68277.0,3,48.8,Active
EMP0421,42,Female,Marketing,Coimbatore,20.6,109722.57,3,34.1,Active
EMP0422,55,Female,Marketing,Coimbatore,13.1,88244.16,4,26.3,Active
EMP0423,50,Male,IT,Mumbai,7.6,61488.83,3,29.4,Active
EMP0424,49,Male,Finance,Chennai,25.2,128885.5,4,18.2,Inactive
EMP0425,42,Female,IT,Pune,1.2,39796.6,3,14.0,Active
EMP0426,31,Male,Sales,Mumbai,27.1,133893.07,4,39.2,Active
EMP0427,40,Male,Finance,Bengaluru,13.8,81137.23,1,56.2,On Leave
EMP0428,49,Female,Operations,Coimbatore,19.1,97585.19,5,36.1,Active
EMP0429,54,Male,HR,Bengaluru,19.8,94333.48,2,33.1,Inactive
EMP0430,21,Male,IT,Bengaluru,26.9,142359.09,3,14.3,Active
EMP0431,51,Female,IT,Mumbai,19.1,116717.61,4,23.6,Active
EMP0432,50,Female,Marketing,Pune,18.4,97523.04,3,10.1,Active
EMP0433,38,Male,Sales,Hyderabad,2.0,44305.9,5,8.3,Active
EMP0434,37,Female,IT,Chennai,15.6,86011.27,3,20.3,Active
EMP0435,58,Female,IT,Hyderabad,4.5,56352.59,4,28.0,Active
EMP0436,34,Female,Sales,Pune,22.1,113948.36,4,24.6,Inactive
EMP0437,43,Male,IT,Hyderabad,15.4,117866.34,5,5.8,Active
EMP0438,45,Male,Marketing,Coimbatore,20.4,97504.26,5,8.1,Active
EMP0439,35,Female,Sales,Coimbatore,1.3,53263.42,5,16.2,Active
EMP0440,42,Female,IT,Mumbai,2.5,59724.87,4,58.7,Inactive
EMP0441,23,Female,IT,Bengaluru,21.5,120495.09,3,28.0,Active
EMP0442,39,Male,Operations,Pune,2.2,55768.96,2,5.7,Active
EMP0443,54,Male,HR,Pune,2.1,43326.84,4,27.8,Active
EMP0444,55,Female,HR,Hyderabad,0.4,37513.27,5,33.7,Active
EMP0445,21,Male,Marketing,Mumbai,28.7,135025.03,4,9.3,Inactive
EMP0446,41,Male,Operations,Hyderabad,22.1,121138.55,5,11.9,Active
EMP0447,49,Male,Operations,Hyderabad,10.6,79871.75,4,58.3,Active
EMP0448,26,Male,Marketing,Pune,8.9,61144.58,2,10.5,Inactive
EMP0449,57,Female,HR,Hyderabad,10.5,59196.02,3,19.3,Active
EMP0450,21,Female,IT,Bengaluru,23.2,122576.15,3,28.9,Active
EMP0451,21,Male,Marketing,Hyderabad,19.8,97899.69,2,36.3,Active
EMP0452,47,Male,Sales,Bengaluru,5.6,56091.8,3,28.1,Active
EMP0453,41,Female,Finance,Pune,5.2,68099.51,5,18.3,Active
EMP0454,36,Male,Operations,Mumbai,3.0,40841.59,4,20.4,On Leave
EMP0455,60,Male,IT,Coimbatore,19.8,111957.41,3,41.4,Active
EMP0456,46,Female,Finance,Bengaluru,22.9,120614.18,1,5.2,Active
EMP0457,36,Male,IT,Mumbai,8.0,77787.45,3,11.0,Active
EMP0458,48,Female,Finance,Mumbai,0.6,25000.0,3,4.5,Active
EMP0459,21,Male,IT,Bengaluru,2.5,46896.4,3,28.0,Active
EMP0460,56,Female,IT,Pune,29.0,146190.27,2,27.6,Active
EMP0461,30,Male,IT,Chennai,8.9,83750.63,3,21.9,Active
EMP0462,37,Female,Sales,Mumbai,23.1,113914.78,3,19.8,Active
EMP0463,43,Male,Marketing,Mumbai,18.7,85437.58,5,19.9,Active
EMP0464,27,Male,Sales,Pune,11.5,82207.69,2,38.5,Active
EMP0465,27,Female,Operations,Pune,6.2,50617.1,1,12.2,Active
EMP0466,35,Male,HR,Hyderabad,3.6,36082.67,1,17.5,Active
EMP0467,54,Male,HR,Pune,18.5,92755.24,3,57.8,Active
EMP0468,24,Male,Operations,Mumbai,23.2,113723.8,4,37.6,Active
EMP0469,34,Female,IT,Bengaluru,19.3,105712.04,4,11.6,Active
EMP0470,34,Male,Operations,Chennai,15.9,72005.47,3,16.2,Active
EMP0471,36,Male,IT,Hyderabad,1.3,54726.53,4,8.5,Active
EMP0472,27,Female,Operations,Bengaluru,29.1,146049.0,3,17.4,Active
EMP0473,52,Male,IT,Chennai,24.0,132212.18,4,14.6,Active
EMP0474,39,Female,Operations,Chennai,8.8,55698.51,1,24.8,Active
EMP0475,22,Female,Finance,Chennai,29.4,141288.07,3,33.9,Active
EMP0476,30,Female,Operations,Coimbatore,18.1,97297.83,4,11.0,Active
EMP0477,37,Female,IT,Bengaluru,17.5,109040.36,4,18.4,Inactive
EMP0478,57,Female,Sales,Hyderabad,22.4,120746.72,4,39.8,Active
EMP0479,32,Male,Operations,Hyderabad,24.4,113526.61,3,43.8,Active
EMP0480,26,Female,Finance,Chennai,19.7,109605.96,3,34.3,Active
EMP0481,42,Male,Sales,Bengaluru,3.8,53958.24,5,27.7,Active
EMP0482,52,Male,Sales,Coimbatore,10.1,83996.58,2,34.7,Inactive
EMP0483,40,Female,Finance,Chennai,27.8,142936.05,2,8.7,Active
EMP0484,21,Male,Sales,Pune,6.7,66762.45,2,21.4,Active
EMP0485,26,Female,Sales,Hyderabad,11.2,76870.61,3,11.1,Active
EMP0486,39,Male,Operations,Mumbai,13.0,90783.67,3,12.6,Active
EMP0487,38,Female,IT,Chennai,13.2,92478.1,3,15.8,Active
EMP0488,26,Male,HR,Pune,18.4,90511.3,3,66.3,Active
EMP0489,53,Female,Operations,Hyderabad,28.3,144276.96,5,5.3,Active
EMP0490,43,Female,Operations,Coimbatore,7.2,64783.23,1,8.7,Active
EMP0491,43,Female,Finance,Bengaluru,3.6,49055.65,3,13.7,Active
EMP0492,46,Male,Sales,Hyderabad,5.9,53814.06,3,61.0,Active
EMP0493,33,Male,IT,Bengaluru,26.6,138472.6,4,11.1,Active
EMP0494,27,Male,IT,Bengaluru,19.4,114605.48,3,5.3,Active
EMP0495,35,Female,Finance,Coimbatore,8.6,71678.34,4,22.0,Active
EMP0496,47,Female,HR,Coimbatore,24.5,121240.47,2,5.5,On Leave
EMP0497,46,Male,Sales,Chennai,25.8,140899.66,4,10.0,On Leave
EMP0498,53,Female,IT,Chennai,25.4,140472.35,3,21.7,Active
EMP0499,35,Female,Operations,Hyderabad,27.6,132125.08,2,28.9,Active
EMP0500,56,Male,Operations,Coimbatore,7.6,68130.48,5,18.6,On Leave
EMP0501,47,Female,Sales,Pune,22.7,108189.81,4,9.5,Active
EMP0502,25,Female,Sales,Hyderabad,13.8,88483.42,2,32.4,Active
EMP0503,22,Male,HR,Mumbai,25.3,136024.45,1,13.5,Active
EMP0504,53,Male,Marketing,Bengaluru,21.9,109905.63,2,11.9,Active
EMP0505,36,Male,Sales,Bengaluru,23.3,111768.93,4,26.9,Active
EMP0506,43,Female,IT,Chennai,19.7,106733.29,2,24.0,Active
EMP0507,58,Female,Operations,Pune,5.3,43832.94,3,39.6,Active
EMP0508,36,Female,Marketing,Coimbatore,16.4,86121.9,1,15.4,Active
EMP0509,34,Male,Operations,Coimbatore,29.5,134285.94,4,21.0,Active
EMP0510,49,Male,Sales,Chennai,28.1,124105.46,4,55.0,Active
EMP0511,46,Male,Sales,Mumbai,1.3,41674.95,4,23.0,Active
EMP0512,55,Male,Finance,Hyderabad,4.9,64368.22,2,15.0,Active
EMP0513,35,Female,Operations,Hyderabad,4.0,40737.95,5,21.2,Active
EMP0514,23,Female,Operations,Pune,21.8,122454.27,4,22.5,Inactive
EMP0515,43,Female,IT,Chennai,24.5,132836.34,5,15.9,Active
EMP0516,49,Female,IT,Chennai,6.4,73644.64,3,23.7,Active
EMP0517,54,Male,HR,Mumbai,15.2,80937.32,3,5.1,Active
EMP0518,53,Male,Marketing,Hyderabad,25.2,130036.2,4,36.9,Active
EMP0519,43,Male,Operations,Chennai,22.0,102264.53,2,9.2,Active
EMP0520,27,Female,IT,Coimbatore,16.3,107171.98,3,23.4,Active
EMP0521,23,Female,Sales,Pune,17.7,100324.71,4,14.2,Active
EMP0522,52,Male,Finance,Hyderabad,15.3,97976.01,4,34.7,Active
EMP0523,51,Male,Operations,Mumbai,8.9,55745.24,5,10.5,Active
EMP0524,38,Male,Marketing,Pune,17.0,87339.44,4,55.0,Active
EMP0525,27,Male,Marketing,Bengaluru,20.7,112227.83,3,16.1,Active
EMP0526,21,Male,Finance,Coimbatore,26.2,124113.22,1,9.0,Active
EMP0527,34,Male,Finance,Mumbai,19.1,110555.65,3,12.4,Active
EMP0528,52,Male,IT,Pune,22.8,111862.9,3,22.7,On Leave
EMP0529,26,Female,IT,Chennai,4.8,66585.39,3,14.0,Active
EMP0530,59,Female,Operations,Bengaluru,13.8,72439.81,2,33.2,Active
EMP0531,30,Male,Marketing,Mumbai,0.3,40468.4,3,14.5,Active
EMP0532,27,Male,Operations,Chennai,7.4,64905.05,4,35.8,Inactive
EMP0533,46,Male,Operations,Coimbatore,21.8,104725.83,5,6.7,Active
EMP0534,54,Male,Sales,Bengaluru,29.8,145956.21,4,41.6,Active
EMP0535,50,Male,Marketing,Hyderabad,3.0,47583.54,4,13.2,Inactive
EMP0536,56,Male,Operations,Chennai,12.0,71689.27,4,6.6,Active
EMP0537,41,Female,Marketing,Pune,24.0,110931.56,5,42.5,Active
EMP0538,37,Female,IT,Mumbai,6.1,48648.99,4,19.2,Active
EMP0539,53,Male,Finance,Bengaluru,16.7,101247.2,4,96.7,Active
EMP0540,30,Female,IT,Chennai,22.0,107481.58,5,12.4,Active
EMP0541,32,Male,Operations,Hyderabad,18.5,99512.75,5,19.1,Active
EMP0542,36,Male,Sales,Mumbai,5.6,54492.41,3,49.2,Active
EMP0543,52,Female,IT,Mumbai,10.7,85883.14,2,41.2,Active
EMP0544,35,Female,Sales,Chennai,23.5,116833.64,2,31.6,Active
EMP0545,47,Female,Sales,Hyderabad,16.6,92464.42,2,14.3,Active
EMP0546,48,Female,HR,Coimbatore,0.2,39554.97,2,23.2,Active
EMP0547,37,Female,IT,Coimbatore,22.8,125480.46,2,14.5,Active
EMP0548,22,Female,Sales,Bengaluru,1.1,43379.25,3,4.7,Active
EMP0549,56,Female,Finance,Chennai,22.4,122154.14,3,18.1,Active
EMP0550,27,Male,Marketing,Bengaluru,6.1,44065.42,4,24.3,Active
EMP0551,33,Female,Finance,Coimbatore,28.7,146504.31,3,18.2,Active
EMP0552,35,Female,Operations,Mumbai,11.0,77399.75,4,18.6,Active
EMP0553,45,Female,Sales,Bengaluru,9.8,63166.53,4,27.1,On Leave
EMP0554,43,Male,Sales,Hyderabad,4.5,50797.36,3,35.7,Active
EMP0555,42,Female,Operations,Pune,9.2,65885.54,5,16.2,Active
EMP0556,46,Male,Finance,Coimbatore,26.3,130974.03,2,12.4,Active
EMP0557,53,Male,IT,Coimbatore,29.9,150320.88,2,45.0,Active
EMP0558,31,Male,IT,Hyderabad,11.0,92950.93,3,21.2,Active
EMP0559,30,Female,Marketing,Bengaluru,13.5,90904.13,2,16.1,Active
EMP0560,45,Female,Sales,Chennai,21.7,102452.25,3,35.7,Active
EMP0561,57,Male,Sales,Mumbai,26.6,135076.56,3,7.5,Active
EMP0562,58,Male,IT,Pune,17.8,115931.47,3,34.5,Active
EMP0563,44,Male,IT,Chennai,11.7,87044.47,2,51.6,Active
EMP0564,60,Female,IT,Chennai,12.4,95127.84,3,9.5,Active
EMP0565,53,Male,HR,Hyderabad,20.9,122248.16,4,14.9,Active
EMP0566,37,Male,Sales,Bengaluru,0.1,45539.68,3,22.4,Active
EMP0567,44,Male,Finance,Coimbatore,18.6,107094.47,2,30.3,Active
EMP0568,57,Male,Finance,Coimbatore,10.7,85810.71,2,22.5,Active
EMP0569,22,Male,Operations,Hyderabad,23.8,118459.1,1,24.6,Inactive
EMP0570,52,Female,HR,Bengaluru,2.8,42991.22,1,8.1,Active
EMP0571,44,Male,Finance,Hyderabad,17.6,98788.69,4,29.3,Active
EMP0572,29,Female,Marketing,Coimbatore,14.4,97907.31,1,63.4,Active
EMP0573,24,Male,Finance,Chennai,19.3,101002.57,4,12.6,Active
EMP0574,37,Male,Sales,Mumbai,1.9,55908.94,4,31.2,Active
EMP0575,37,Male,Operations,Bengaluru,17.4,98898.91,2,31.1,Active
EMP0576,50,Female,Operations,Pune,16.8,81605.55,3,28.0,Active
EMP0577,60,Female,IT,Pune,16.8,104741.19,5,42.1,On Leave
EMP0578,31,Female,Operations,Chennai,18.1,80549.79,4,34.5,Active
EMP0579,41,Female,Finance,Hyderabad,20.3,116054.06,3,25.0,On Leave
EMP0580,41,Male,IT,Hyderabad,24.1,134431.85,4,17.7,Active
EMP0581,38,Female,Finance,Coimbatore,8.1,63611.15,4,11.1,Active
EMP0582,49,Female,Operations,Chennai,24.8,121788.38,3,16.2,Active
EMP0583,44,Male,Finance,Coimbatore,14.9,107783.26,5,29.6,Active
EMP0584,30,Female,HR,Coimbatore,2.3,37004.03,3,23.3,Active
EMP0585,37,Male,Sales,Pune,1.8,34828.74,3,6.7,Active
EMP0586,38,Male,IT,Coimbatore,10.0,89853.31,5,32.3,Inactive
EMP0587,40,Male,IT,Coimbatore,23.5,140950.7,4,10.6,On Leave
EMP0588,57,Male,IT,Pune,21.2,117229.57,3,11.4,Active
EMP0589,38,Male,IT,Hyderabad,23.7,134041.7,1,17.9,Active
EMP0590,37,Male,IT,Bengaluru,15.5,107981.81,4,9.1,Active
EMP0591,29,Male,IT,Mumbai,13.2,83260.13,4,21.5,Active
EMP0592,34,Male,Sales,Coimbatore,4.4,48517.55,4,16.9,Active
EMP0593,49,Female,IT,Bengaluru,9.8,87147.0,5,20.2,On Leave
EMP0594,51,Female,HR,Pune,13.0,91980.11,4,14.2,Active
EMP0595,24,Male,Operations,Bengaluru,2.7,47953.05,3,10.5,Active
EMP0596,38,Male,Finance,Mumbai,6.6,56061.49,2,31.0,Active
EMP0597,40,Male,Sales,Bengaluru,17.9,115546.49,3,21.1,Active
EMP0598,29,Female,IT,Bengaluru,22.1,116102.23,4,4.2,Active
EMP0599,33,Male,IT,Bengaluru,30.0,145318.9,4,12.1,Active
EMP0600,35,Male,IT,Bengaluru,28.0,143738.7,3,34.4,On Leave
EMP0601,47,Male,IT,Chennai,19.3,122983.28,3,12.0,Active
EMP0602,35,Female,IT,Coimbatore,12.6,93931.81,3,24.5,Active
EMP0603,48,Male,IT,Pune,19.1,113168.92,3,9.6,Active
EMP0604,57,Male,IT,Mumbai,23.6,129306.31,3,22.8,Inactive
EMP0605,39,Male,IT,Pune,3.6,55948.12,2,49.3,On Leave
EMP0606,46,Male,Finance,Chennai,12.3,87515.12,3,32.7,Active
EMP0607,46,Female,IT,Chennai,25.2,110963.52,3,18.2,Active
EMP0608,45,Female,HR,Chennai,11.5,70877.14,3,50.9,On Leave
EMP0609,46,Female,Finance,Coimbatore,17.2,102130.58,2,13.2,Active
EMP0610,46,Female,Sales,Chennai,17.6,89391.89,4,22.0,Active
EMP0611,48,Male,IT,Bengaluru,5.5,65340.59,3,25.7,Active
EMP0612,38,Female,Marketing,Pune,10.9,71514.23,4,34.6,Active
EMP0613,52,Female,Sales,Hyderabad,10.0,86043.81,4,15.9,Active
EMP0614,23,Male,IT,Mumbai,0.8,58384.16,3,27.4,Active
EMP0615,22,Female,Operations,Chennai,0.7,32723.56,3,9.0,Active
EMP0616,53,Male,Operations,Pune,25.0,120293.3,5,9.5,Active
EMP0617,39,Male,IT,Chennai,8.2,71108.42,4,24.3,Active
EMP0618,37,Female,IT,Coimbatore,15.5,93636.72,5,24.0,Active
EMP0619,53,Female,Marketing,Chennai,9.0,68060.2,4,39.5,Active
EMP0620,32,Female,Marketing,Chennai,28.2,127633.74,2,24.5,Active
EMP0621,23,Male,IT,Chennai,7.8,61255.08,2,14.3,Active
EMP0622,46,Female,IT,Chennai,12.9,93131.69,3,39.0,Inactive
EMP0623,55,Male,HR,Mumbai,26.2,129736.24,3,41.7,On Leave
EMP0624,28,Male,Finance,Pune,25.3,122115.47,3,26.3,On Leave
EMP0625,56,Female,Sales,Coimbatore,5.6,63762.84,4,15.2,Active
EMP0626,27,Female,HR,Chennai,24.1,112297.38,3,11.5,Active
EMP0627,56,Male,Finance,Chennai,13.7,89975.32,3,20.0,Inactive
EMP0628,36,Female,Marketing,Chennai,14.5,92312.75,4,69.5,Active
EMP0629,44,Male,IT,Chennai,4.0,56731.1,4,5.6,Active
EMP0630,21,Male,IT,Bengaluru,2.4,55037.93,3,70.7,Active
EMP0631,45,Male,Sales,Bengaluru,21.8,109168.56,4,19.0,Inactive
EMP0632,30,Female,Operations,Hyderabad,14.9,84578.27,4,13.8,Active
EMP0633,36,Male,Finance,Chennai,13.1,84203.12,3,5.1,Active
EMP0634,36,Female,Sales,Hyderabad,21.9,107677.37,2,33.4,Active
EMP0635,28,Male,IT,Mumbai,23.0,122085.81,1,21.8,Active
EMP0636,49,Female,Finance,Hyderabad,4.8,44411.05,3,31.9,On Leave
EMP0637,59,Male,Sales,Pune,18.3,97120.77,3,3.4,Active
EMP0638,48,Female,IT,Bengaluru,4.1,55071.0,5,35.5,Active
EMP0639,26,Male,IT,Bengaluru,22.5,119700.56,4,15.2,Inactive
EMP0640,36,Female,HR,Chennai,19.7,100018.02,4,4.2,Active
EMP0641,40,Female,IT,Chennai,28.7,142955.89,5,16.8,Active
EMP0642,36,Female,HR,Mumbai,2.1,44185.53,5,5.9,Active
EMP0643,27,Male,IT,Coimbatore,1.7,55946.14,3,11.9,Active
EMP0644,34,Female,HR,Mumbai,8.5,57551.88,2,14.6,Inactive
EMP0645,46,Male,IT,Pune,7.9,61024.39,4,8.9,Active
EMP0646,46,Female,Operations,Chennai,7.4,51563.64,3,20.3,On Leave
EMP0647,34,Female,Sales,Chennai,27.2,128302.38,3,20.7,Active
EMP0648,27,Male,Sales,Mumbai,7.5,60434.63,4,38.3,Active
EMP0649,53,Male,Marketing,Mumbai,8.2,57540.03,5,20.4,Active
EMP0650,46,Male,Finance,Mumbai,22.8,109431.07,3,66.5,Active
EMP0651,40,Female,IT,Bengaluru,13.5,86601.03,4,29.5,Active
EMP0652,23,Female,Sales,Hyderabad,23.3,120001.41,3,10.9,Active
EMP0653,24,Male,Sales,Hyderabad,2.0,48760.24,4,8.8,Active
EMP0654,46,Male,Marketing,Chennai,14.6,81640.62,1,9.4,Active
EMP0655,31,Male,Finance,Bengaluru,1.0,40196.02,4,38.6,Active
EMP0656,22,Male,IT,Mumbai,1.9,42236.41,1,8.9,Active
EMP0657,34,Male,HR,Chennai,27.2,127948.49,4,23.4,Active
EMP0658,50,Female,HR,Bengaluru,4.2,40912.57,1,31.8,Active
EMP0659,32,Male,Sales,Pune,16.0,97585.02,3,21.3,Inactive
EMP0660,46,Female,Sales,Coimbatore,12.3,65763.07,3,32.8,Active
EMP0661,53,Female,HR,Bengaluru,10.4,66522.96,3,16.7,Active
EMP0662,33,Male,Operations,Chennai,27.0,130908.86,2,22.1,Active
EMP0663,34,Female,Sales,Hyderabad,0.7,40920.68,3,18.7,Active
EMP0664,44,Male,IT,Mumbai,19.9,134194.27,4,22.7,Inactive
EMP0665,54,Male,IT,Coimbatore,28.9,146948.4,4,7.9,Active
EMP0666,46,Male,IT,Pune,16.8,93767.56,2,52.2,Inactive
EMP0667,41,Male,IT,Coimbatore,28.1,140586.29,4,28.0,Active
EMP0668,48,Male,IT,Coimbatore,1.6,34390.03,2,34.2,Inactive
EMP0669,56,Male,IT,Bengaluru,12.6,86455.2,3,14.1,Active
EMP0670,60,Male,HR,Chennai,7.8,53635.55,3,28.6,Active
EMP0671,22,Male,IT,Chennai,21.9,126973.12,3,24.0,Active
EMP0672,29,Male,Operations,Coimbatore,29.4,132503.68,3,6.1,Active
EMP0673,43,Male,IT,Mumbai,7.7,69015.87,5,5.6,Active
EMP0674,35,Male,Finance,Chennai,19.6,103515.54,3,7.7,Active
EMP0675,33,Male,Finance,Coimbatore,5.9,74560.81,3,10.2,Active
EMP0676,43,Female,Operations,Chennai,17.0,90930.06,3,9.1,Active
EMP0677,37,Male,IT,Mumbai,13.9,106310.46,5,26.7,Active
EMP0678,22,Female,Finance,Pune,29.2,148713.21,4,32.8,Inactive
EMP0679,40,Male,Operations,Coimbatore,18.3,101906.53,4,28.9,Active
EMP0680,40,Female,Operations,Hyderabad,10.5,73699.87,5,55.7,Active
EMP0681,23,Male,Marketing,Hyderabad,3.4,50050.38,5,22.8,On Leave
EMP0682,32,Female,IT,Coimbatore,4.5,43328.62,4,18.8,Active
EMP0683,60,Female,IT,Bengaluru,6.8,64568.93,2,19.9,Active
EMP0684,22,Male,Sales,Pune,7.5,70011.26,4,34.8,Active
EMP0685,56,Female,Operations,Bengaluru,25.5,122858.82,3,11.3,Inactive
EMP0686,34,Male,Sales,Hyderabad,16.8,84558.48,4,16.5,Active
EMP0687,36,Male,Sales,Mumbai,15.7,91530.76,4,49.5,Active
EMP0688,39,Female,IT,Coimbatore,3.4,68532.84,4,22.9,Active
EMP0689,54,Female,Marketing,Chennai,25.8,135275.13,3,29.4,Active
EMP0690,26,Male,IT,Hyderabad,21.7,118453.97,4,18.3,Active
EMP0691,33,Male,HR,Pune,2.0,47611.59,5,12.1,Active
EMP0692,56,Female,Finance,Hyderabad,21.2,111267.94,2,30.9,Active
EMP0693,42,Female,Finance,Pune,16.3,83419.03,3,14.7,Inactive
EMP0694,38,Female,IT,Pune,2.5,44354.27,4,19.1,Active
EMP0695,32,Female,IT,Coimbatore,13.7,103453.11,5,20.1,Active
EMP0696,50,Male,Sales,Pune,14.5,85558.06,2,40.9,Active
EMP0697,60,Female,HR,Bengaluru,5.0,48552.93,1,11.6,Active
EMP0698,27,Male,Sales,Mumbai,28.4,134001.29,2,39.5,Active
EMP0699,52,Male,IT,Hyderabad,25.5,147483.09,2,12.3,Active
EMP0700,39,Male,Finance,Mumbai,20.1,123357.67,5,13.3,Active
EMP0701,26,Female,Sales,Chennai,13.9,103400.24,4,8.8,Active
EMP0702,40,Male,IT,Hyderabad,12.4,85127.64,4,28.3,Inactive
EMP0703,47,Female,HR,Mumbai,19.5,103615.0,3,19.5,Active
EMP0704,57,Male,IT,Mumbai,16.4,88266.86,4,18.3,Active
EMP0705,27,Male,IT,Coimbatore,1.9,61465.48,2,24.8,Active
EMP0706,25,Female,Operations,Coimbatore,15.4,78557.76,3,21.9,Active
EMP0707,31,Male,HR,Chennai,24.2,119434.2,3,26.4,Active
EMP0708,35,Male,Marketing,Pune,13.8,74521.58,2,26.3,Inactive
EMP0709,23,Male,IT,Hyderabad,1.6,43889.07,3,16.3,Active
EMP0710,25,Female,Sales,Coimbatore,23.6,112901.9,3,15.6,Active
EMP0711,43,Male,Marketing,Hyderabad,6.0,51137.0,1,26.8,Active
EMP0712,57,Male,Sales,Chennai,7.8,59987.02,2,15.5,Active
EMP0713,29,Male,Finance,Coimbatore,4.9,52763.85,4,22.9,Active
