LoanID,Age,Gender,Married,Dependents,Education,SelfEmployed,EmploymentType,CreditHistory,PropertyArea,LoanPurpose,LoanTermMonths,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanStatus
LOAN00553,27,Female,Yes,2,Graduate,No,Salaried,Good,Semiurban,Vehicle,240,19370,12155,118214,Approved
LOAN00554,48,Male,No,0,Not Graduate,No,Freelancer,Good,Urban,Home,360,39680,2107,176633,Rejected
LOAN00555,34,Male,No,1,Graduate,No,Salaried,Poor,Urban,Personal,180,37240,2959,124592,Approved
LOAN00556,51,Female,Yes,0,Graduate,No,Salaried,Good,Rural,Education,360,24704,14867,142446,Approved
LOAN00557,39,Male,Yes,0,Graduate,No,Salaried,Good,Semiurban,Business,360,60891,18415,187720,Approved
LOAN00558,36,Female,Yes,0,Not Graduate,No,Freelancer,Average,Urban,Home,360,25604,5036,104496,Rejected
LOAN00559,25,Male,No,0,Graduate,No,Business Owner,Poor,Semiurban,Home,360,130786,11261,405410,Rejected
LOAN00560,55,Male,Yes,3+,Graduate,No,Government,Average,Rural,Business,240,43545,39961,219380,Approved
LOAN00561,32,Male,No,0,Graduate,Yes,Salaried,Average,Semiurban,Home,240,35960,14110,102517,Approved
LOAN00562,45,Male,Yes,0,Not Graduate,Yes,Freelancer,Good,Urban,Education,360,86901,26027,203707,Approved
LOAN00563,41,Female,Yes,0,Not Graduate,Yes,Freelancer,Average,Urban,Education,240,12999,13472,91085,Rejected
LOAN00564,56,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Business,360,31927,15319,132150,Approved
LOAN00565,43,Male,Yes,2,Graduate,No,Salaried,Average,Rural,Education,180,29879,6338,139357,Approved
LOAN00566,36,Male,Yes,3+,Graduate,No,Business Owner,Good,Semiurban,Home,360,33473,4166,67437,Approved
LOAN00567,59,Male,No,0,Graduate,No,Salaried,Good,Semiurban,Business,300,40205,4083,100609,Approved
LOAN00568,65,Male,No,2,Graduate,Yes,Salaried,Good,Semiurban,Education,240,33032,3970,83513,Approved
LOAN00569,62,Male,Yes,1,Not Graduate,No,Freelancer,Good,Rural,Home,300,68217,11343,166690,Approved
LOAN00570,59,Female,No,0,Not Graduate,Yes,Salaried,Average,Semiurban,Home,360,44175,2091,157883,Rejected
LOAN00571,34,Male,No,2,Graduate,No,Freelancer,Poor,Semiurban,Home,60,45152,7317,170010,Rejected
LOAN00572,51,Male,No,1,Graduate,No,Government,Average,Urban,Home,360,44715,3068,161856,Rejected
LOAN00573,25,Female,Yes,1,Graduate,No,Business Owner,Average,Urban,Personal,300,20337,8012,73342,Approved
LOAN00574,55,Male,Yes,3+,Graduate,No,Business Owner,Good,Rural,Education,180,39771,12545,131065,Approved
LOAN00575,43,Female,Yes,0,Not Graduate,Yes,Salaried,Average,Rural,Home,360,40393,16710,105955,Rejected
LOAN00576,49,Male,No,3+,Graduate,No,Government,Average,Rural,Home,240,21896,5538,93970,Rejected
LOAN00577,63,Female,Yes,2,Graduate,Yes,Salaried,Average,Rural,Home,240,54106,12292,230331,Approved
LOAN00578,31,Female,Yes,1,Graduate,No,Business Owner,Good,Rural,Business,300,14518,11709,104721,Approved
LOAN00579,38,Female,Yes,1,Graduate,No,Unemployed,Good,Semiurban,Home,360,112856,9849,481791,Approved
LOAN00580,32,Female,Yes,0,Not Graduate,No,Business Owner,Average,Rural,Education,360,35707,6645,191447,Rejected
LOAN00581,29,Male,Yes,3+,Graduate,No,Freelancer,Good,Semiurban,Education,180,24712,11250,115650,Approved
LOAN00582,30,Female,Yes,1,Not Graduate,No,Salaried,Average,Urban,Personal,240,47953,17126,153184,Approved
LOAN00583,64,Male,Yes,0,Graduate,No,Salaried,Poor,Urban,Home,120,48135,10207,209023,Rejected
LOAN00584,37,Male,Yes,0,Not Graduate,No,Government,Good,Rural,Education,360,91195,6297,299641,Approved
LOAN00585,58,Male,No,1,Graduate,No,Salaried,Average,Urban,Vehicle,240,80982,3700,224218,Approved
LOAN00586,27,Female,No,0,Not Graduate,No,Freelancer,Average,Rural,Education,360,19962,1347,76778,Rejected
LOAN00587,33,Male,No,0,Graduate,No,Salaried,Average,Urban,Vehicle,240,32160,4423,168142,Approved
LOAN00588,60,Female,No,1,Graduate,No,Government,Good,Urban,Business,360,24117,3180,105579,Approved
LOAN00589,62,Female,Yes,0,Graduate,No,Salaried,Average,Urban,Education,300,50715,6460,144970,Approved
LOAN00590,29,Female,Yes,0,Graduate,No,Business Owner,Good,Urban,Business,360,68648,10689,313038,Approved
LOAN00591,47,Female,No,0,Graduate,Yes,Business Owner,Good,Urban,Medical,120,20081,2065,159652,Approved
LOAN00592,22,Male,No,0,Graduate,No,Business Owner,Average,Urban,Business,300,35297,2045,78236,Rejected
LOAN00593,25,Male,Yes,2,Not Graduate,No,Salaried,Average,Rural,Personal,360,27328,14152,163500,Rejected
LOAN00594,49,Male,Yes,1,Graduate,No,Business Owner,Average,Urban,Home,360,53103,14111,224739,Rejected
LOAN00595,57,Male,Yes,0,Not Graduate,No,Salaried,Good,Urban,Education,60,43664,12144,136872,Approved
LOAN00596,58,Male,Yes,0,Not Graduate,Yes,Salaried,Good,Urban,Personal,360,61643,12901,223027,Approved
LOAN00597,39,Male,Yes,1,Graduate,No,Salaried,Poor,Semiurban,Home,240,30047,13271,144122,Rejected
LOAN00598,28,Male,Yes,0,Graduate,No,Business Owner,Good,Semiurban,Medical,180,34458,7507,153466,Approved
LOAN00599,65,Female,No,0,Graduate,No,Salaried,Average,Semiurban,Home,300,43363,4240,174965,Rejected
LOAN00600,21,Female,Yes,0,Graduate,No,Unemployed,Average,Urban,Personal,300,32145,11330,131581,Approved
LOAN00601,42,Male,Yes,2,Graduate,No,Business Owner,Average,Urban,Education,360,41546,7926,151710,Rejected
LOAN00602,37,Female,Yes,2,Not Graduate,No,Salaried,Good,Semiurban,Home,240,64316,12217,308796,Approved
LOAN00603,27,Male,No,2,Graduate,No,Business Owner,Average,Rural,Personal,240,94856,4415,404037,Approved
LOAN00604,45,Male,Yes,2,Graduate,No,Government,Average,Urban,Home,300,29151,4518,138480,Rejected
LOAN00605,65,Female,Yes,1,Graduate,No,Salaried,Good,Semiurban,Home,240,95453,5077,435341,Approved
LOAN00606,24,Male,Yes,1,Not Graduate,No,Freelancer,Good,Urban,Home,360,28969,10464,105827,Rejected
LOAN00607,56,Male,Yes,1,Graduate,No,Business Owner,Good,Urban,Business,360,53692,4149,134149,Approved
LOAN00608,26,Female,No,0,Graduate,No,Salaried,Good,Semiurban,Medical,300,29072,2140,110595,Approved
LOAN00609,51,Female,No,1,Graduate,No,Government,Average,Semiurban,Home,60,22849,5752,112053,Approved
LOAN00610,39,Female,Yes,2,Graduate,No,Salaried,Average,Urban,Education,360,62958,18607,268303,Approved
LOAN00611,64,Female,Yes,1,Not Graduate,No,Salaried,Poor,Urban,Home,180,35521,8764,75237,Approved
LOAN00612,59,Female,No,0,Not Graduate,No,Government,Good,Rural,Vehicle,180,64718,6304,150202,Approved
LOAN00613,47,Male,Yes,0,Graduate,No,Business Owner,Average,Rural,Home,180,50940,13068,206057,Rejected
LOAN00614,30,Male,Yes,1,Graduate,No,Government,Good,Rural,Home,180,43696,15646,76583,Approved
LOAN00615,46,Male,Yes,2,Graduate,No,Business Owner,Average,Semiurban,Home,360,46538,13066,118719,Rejected
LOAN00616,39,Male,No,3+,Graduate,No,Freelancer,Good,Semiurban,Business,360,59272,31989,309411,Rejected
LOAN00617,59,Female,Yes,0,Graduate,No,Government,Poor,Urban,Personal,360,55100,9760,178072,Rejected
LOAN00618,23,Male,Yes,2,Graduate,No,Salaried,Average,Urban,Business,180,30271,15062,116447,Approved
LOAN00619,65,Female,No,1,Graduate,No,Government,Poor,Semiurban,Home,300,43929,6290,124245,Approved
LOAN00620,33,Female,Yes,3+,Not Graduate,No,Business Owner,Average,Semiurban,Business,360,71345,5635,310573,Rejected
LOAN00621,48,Female,Yes,1,Graduate,Yes,Salaried,Average,Urban,Vehicle,360,37063,14996,184286,Rejected
LOAN00622,40,Female,No,1,Not Graduate,No,Business Owner,Good,Rural,Home,360,29076,4430,58248,Approved
LOAN00623,48,Female,Yes,1,Graduate,No,Salaried,Average,Urban,Home,180,27457,9075,139704,Approved
LOAN00624,28,Male,Yes,2,Graduate,No,Freelancer,Good,Urban,Home,360,53216,21270,124767,Approved
LOAN00625,61,Female,Yes,3+,Not Graduate,No,Business Owner,Good,Urban,Vehicle,240,32592,10591,164056,Approved
LOAN00626,59,Male,Yes,0,Graduate,No,Unemployed,Good,Semiurban,Business,300,42745,8233,127109,Approved
LOAN00627,21,Female,Yes,0,Graduate,No,Salaried,Average,Urban,Business,360,31900,9089,154768,Approved
LOAN00628,23,Male,Yes,3+,Graduate,No,Business Owner,Good,Urban,Home,360,61591,9271,246993,Approved
LOAN00629,33,Female,Yes,1,Graduate,No,Salaried,Good,Semiurban,Home,360,38855,6629,140109,Approved
LOAN00630,48,Female,No,1,Not Graduate,No,Business Owner,Average,Semiurban,Medical,360,69056,2068,278214,Rejected
LOAN00631,45,Male,Yes,1,Not Graduate,No,Freelancer,Poor,Semiurban,Home,120,67927,5520,209726,Rejected
LOAN00632,53,Male,Yes,0,Graduate,Yes,Freelancer,Average,Urban,Personal,300,34903,8955,208425,Approved
LOAN00633,58,Female,Yes,2,Graduate,Yes,Government,Good,Semiurban,Business,360,66171,8025,197866,Approved
LOAN00634,26,Male,No,2,Graduate,No,Government,Good,Semiurban,Home,240,31195,6503,90366,Approved
LOAN00635,64,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Education,240,40936,27139,157846,Approved
LOAN00636,65,Female,Yes,0,Graduate,No,Salaried,Good,Rural,Personal,180,25569,12781,133706,Approved
LOAN00637,52,Male,Yes,2,Graduate,No,Freelancer,Good,Semiurban,Education,240,47434,11636,154090,Approved
LOAN00638,65,Male,Yes,0,Graduate,No,Business Owner,Poor,Urban,Personal,360,41589,12586,207550,Rejected
LOAN00639,41,Male,Yes,3+,Graduate,No,Salaried,Good,Rural,Home,240,45770,6518,155193,Approved
LOAN00640,36,Female,No,0,Graduate,No,Business Owner,Good,Rural,Business,300,19692,7169,94264,Rejected
LOAN00641,41,Male,Yes,1,Graduate,No,Salaried,Good,Rural,Personal,360,14836,13958,103118,Approved
LOAN00642,31,Male,Yes,3+,Graduate,No,Salaried,Good,Semiurban,Personal,60,21814,10647,115364,Approved
LOAN00643,57,Male,Yes,2,Not Graduate,Yes,Government,Good,Urban,Education,360,45461,13534,131020,Approved
LOAN00644,56,Female,No,0,Not Graduate,No,Salaried,Good,Urban,Business,240,49171,7941,211970,Approved
LOAN00645,55,Female,Yes,2,Graduate,No,Salaried,Poor,Semiurban,Home,360,60367,13329,153840,Approved
LOAN00646,39,Female,Yes,0,Graduate,No,Salaried,Good,Rural,Home,120,30272,19862,97682,Approved
LOAN00647,40,Male,Yes,0,Not Graduate,Yes,Government,Good,Semiurban,Home,180,39890,6940,120249,Approved
LOAN00648,38,Female,Yes,3+,Not Graduate,No,Unemployed,Good,Rural,Home,240,26490,24022,107631,Approved
LOAN00649,61,Female,Yes,2,Not Graduate,No,Freelancer,Good,Urban,Home,240,67193,4181,202716,Approved
LOAN00650,34,Female,Yes,1,Graduate,Yes,Salaried,Good,Semiurban,Home,360,26391,16271,99248,Approved
LOAN00651,35,Female,Yes,0,Not Graduate,No,Government,Good,Rural,Medical,60,61718,12096,226763,Approved
LOAN00652,51,Male,Yes,0,Graduate,No,Freelancer,Good,Rural,Business,360,32432,6138,112372,Approved
LOAN00653,21,Male,Yes,0,Not Graduate,No,Government,Good,Rural,Education,180,73781,20281,314667,Approved
LOAN00654,23,Female,Yes,1,Not Graduate,No,Freelancer,Good,Rural,Medical,360,39432,3685,187813,Approved
LOAN00655,36,Male,Yes,2,Graduate,No,Salaried,Good,Semiurban,Home,360,39046,29002,146225,Approved
LOAN00656,43,Female,No,1,Not Graduate,No,Business Owner,Good,Semiurban,Education,300,25865,5710,117817,Rejected
LOAN00657,31,Female,No,2,Graduate,No,Salaried,Good,Rural,Business,180,96294,3691,253678,Approved
LOAN00658,32,Male,No,0,Not Graduate,No,Salaried,Good,Semiurban,Home,360,56719,4593,234464,Approved
LOAN00659,30,Female,No,0,Graduate,No,Government,Good,Urban,Vehicle,180,45724,2370,122607,Approved
LOAN00660,52,Male,Yes,0,Not Graduate,No,Government,Good,Semiurban,Home,180,40449,19635,181647,Approved
LOAN00661,36,Male,No,0,Graduate,Yes,Freelancer,Good,Semiurban,Home,360,26975,5089,170986,Approved
LOAN00662,28,Female,Yes,0,Graduate,No,Business Owner,Good,Urban,Home,360,49167,1879,228276,Approved
LOAN00663,58,Female,No,3+,Graduate,No,Salaried,Good,Semiurban,Personal,360,35242,12519,157254,Approved
LOAN00664,32,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Vehicle,360,37268,18700,213232,Approved
LOAN00665,44,Male,Yes,3+,Graduate,No,Salaried,Poor,Semiurban,Business,300,54227,14892,231247,Rejected
LOAN00666,48,Female,No,0,Graduate,Yes,Business Owner,Average,Rural,Business,360,41275,3485,184224,Rejected
LOAN00667,28,Female,Yes,3+,Graduate,No,Business Owner,Average,Semiurban,Home,300,36613,28644,167069,Rejected
LOAN00668,48,Female,Yes,1,Graduate,No,Salaried,Average,Rural,Business,240,69289,9635,296586,Approved
LOAN00669,56,Male,No,3+,Graduate,No,Unemployed,Poor,Urban,Education,360,25122,12087,135901,Rejected
LOAN00670,46,Male,Yes,0,Not Graduate,No,Salaried,Average,Rural,Home,180,17245,9970,69914,Rejected
LOAN00671,28,Male,Yes,2,Graduate,No,Government,Good,Urban,Vehicle,120,25382,21504,107702,Approved
LOAN00672,48,Female,No,3+,Graduate,No,Business Owner,Good,Urban,Home,360,38887,5367,114883,Approved
LOAN00673,48,Male,Yes,0,Graduate,No,Salaried,Good,Rural,Home,120,49640,37160,265453,Approved
LOAN00674,57,Male,Yes,0,Graduate,No,Government,Average,Rural,Personal,240,25982,16135,122049,Approved
LOAN00675,61,Female,Yes,0,Graduate,No,Freelancer,Poor,Urban,Business,240,190872,10325,467609,Rejected
LOAN00676,56,Male,Yes,3+,Graduate,No,Business Owner,Good,Rural,Business,300,39418,5325,107332,Approved
LOAN00677,47,Female,No,1,Not Graduate,No,Business Owner,Average,Semiurban,Education,360,38883,6361,184851,Rejected
LOAN00678,37,Female,Yes,1,Graduate,No,Salaried,Good,Rural,Education,180,20326,6690,111454,Approved
LOAN00679,29,Female,Yes,0,Graduate,No,Freelancer,Good,Semiurban,Vehicle,240,18972,14251,104665,Approved
LOAN00680,53,Male,Yes,0,Graduate,No,Government,Good,Semiurban,Vehicle,180,16279,16242,101565,Approved
LOAN00681,40,Male,Yes,2,Graduate,No,Salaried,Good,Semiurban,Business,360,67315,20419,165084,Approved
LOAN00682,33,Female,No,0,Graduate,No,Salaried,Good,Urban,Medical,360,62668,11920,149061,Approved
LOAN00683,48,Female,Yes,1,Not Graduate,No,Government,Average,Semiurban,Medical,300,36292,11476,148195,Rejected
LOAN00684,49,Female,Yes,3+,Graduate,No,Salaried,Average,Semiurban,Education,180,21021,24215,118697,Approved
LOAN00685,33,Male,Yes,0,Graduate,Yes,Freelancer,Average,Urban,Personal,360,32052,25959,138852,Rejected
LOAN00686,55,Female,No,1,Graduate,No,Business Owner,Good,Urban,Business,300,68847,4142,247255,Approved
LOAN00687,26,Female,No,0,Not Graduate,No,Business Owner,Average,Urban,Business,180,28944,11953,71939,Rejected
LOAN00688,38,Female,Yes,1,Graduate,No,Salaried,Good,Rural,Home,240,24199,22866,156490,Approved
LOAN00689,25,Female,Yes,0,Graduate,No,Salaried,Good,Semiurban,Business,240,30594,6556,106648,Approved
LOAN00690,45,Female,Yes,2,Graduate,Yes,Salaried,Average,Rural,Personal,360,31832,3542,70059,Approved
LOAN00691,22,Female,No,0,Graduate,No,Freelancer,Good,Rural,Vehicle,360,50622,5581,138757,Approved
LOAN00692,30,Male,Yes,1,Not Graduate,No,Freelancer,Good,Semiurban,Vehicle,360,13450,12379,62862,Approved
LOAN00693,50,Male,No,1,Graduate,No,Freelancer,Good,Rural,Home,360,39191,1644,99569,Approved
LOAN00694,65,Male,No,0,Graduate,No,Business Owner,Average,Urban,Education,360,26541,9445,142993,Approved
LOAN00695,25,Male,No,2,Not Graduate,No,Salaried,Good,Urban,Home,360,28538,1926,120446,Approved
LOAN00696,53,Male,No,0,Graduate,No,Salaried,Good,Semiurban,Home,120,50996,3087,136179,Approved
LOAN00697,21,Male,Yes,1,Graduate,Yes,Government,Average,Semiurban,Business,300,20215,11798,112707,Approved
LOAN00698,38,Male,Yes,0,Graduate,No,Business Owner,Average,Rural,Education,360,39378,11321,207569,Approved
LOAN00699,52,Male,Yes,2,Graduate,No,Salaried,Average,Semiurban,Business,360,45097,26846,181635,Rejected
LOAN00700,31,Female,No,0,Graduate,No,Salaried,Good,Urban,Education,180,47137,4464,191533,Approved
LOAN00701,41,Female,No,0,Not Graduate,No,Salaried,Good,Semiurban,Home,240,49916,9405,134200,Approved
LOAN00702,46,Male,No,0,Graduate,No,Salaried,Good,Semiurban,Home,240,46974,10970,106894,Approved
LOAN00703,45,Female,Yes,2,Graduate,No,Government,Good,Urban,Personal,240,50195,16346,137024,Approved
LOAN00704,42,Female,Yes,0,Not Graduate,No,Government,Average,Semiurban,Home,240,24432,8176,79800,Rejected
LOAN00705,47,Male,No,3+,Graduate,No,Government,Good,Rural,Home,300,67141,6798,295333,Approved
LOAN00706,33,Male,Yes,3+,Graduate,No,Government,Good,Rural,Personal,360,21310,15434,141488,Approved
LOAN00707,53,Male,Yes,0,Graduate,No,Government,Average,Semiurban,Medical,360,42901,11513,196040,Approved
LOAN00708,54,Female,Yes,1,Not Graduate,Yes,Business Owner,Average,Urban,Vehicle,360,26732,13223,111321,Rejected
LOAN00709,61,Female,Yes,0,Not Graduate,Yes,Salaried,Average,Urban,Home,360,16764,24048,97568,Rejected
LOAN00710,55,Male,Yes,0,Not Graduate,No,Government,Average,Semiurban,Home,240,28098,8787,101172,Rejected
LOAN00711,21,Male,Yes,2,Not Graduate,No,Salaried,Average,Rural,Medical,240,34430,5869,163130,Approved
LOAN00712,41,Male,Yes,1,Graduate,Yes,Salaried,Average,Urban,Personal,120,67786,6348,248419,Approved
LOAN00713,26,Male,No,1,Graduate,No,Salaried,Good,Urban,Business,360,82360,2239,313491,Approved
LOAN00714,48,Male,Yes,0,Not Graduate,No,Business Owner,Poor,Rural,Home,120,34258,28694,159021,Rejected
LOAN00715,37,Male,Yes,0,Graduate,No,Salaried,Good,Rural,Home,360,19437,16196,88830,Approved
LOAN00716,25,Female,Yes,0,Graduate,No,Salaried,Good,Semiurban,Home,240,20176,20792,121186,Approved
LOAN00717,51,Female,No,2,Graduate,No,Business Owner,Good,Urban,Business,360,51397,4346,129067,Approved
LOAN00718,25,Male,Yes,1,Graduate,No,Government,Average,Urban,Home,240,49945,9710,133504,Approved
LOAN00719,58,Female,Yes,2,Not Graduate,No,Business Owner,Poor,Urban,Medical,360,27631,29084,176246,Rejected
LOAN00720,23,Male,Yes,0,Graduate,No,Government,Good,Semiurban,Home,240,21410,7226,105773,Approved
LOAN00721,43,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Vehicle,240,56756,36586,143198,Approved
LOAN00722,57,Male,Yes,0,Not Graduate,No,Salaried,Average,Rural,Home,360,20898,11781,44585,Rejected
LOAN00723,57,Female,No,0,Graduate,No,Business Owner,Poor,Rural,Business,360,29734,2998,82835,Rejected
LOAN00724,30,Female,No,0,Graduate,Yes,Business Owner,Good,Urban,Home,300,44939,4320,99346,Approved
LOAN00725,30,Female,Yes,2,Graduate,Yes,Freelancer,Good,Semiurban,Vehicle,360,14759,8443,71584,Approved
LOAN00726,39,Male,Yes,3+,Not Graduate,No,Government,Average,Semiurban,Business,360,55771,4181,121050,Approved
LOAN00727,37,Female,No,1,Not Graduate,No,Freelancer,Good,Rural,Home,360,105993,7643,163862,Rejected
LOAN00728,41,Male,Yes,1,Not Graduate,No,Government,Average,Rural,Personal,240,38225,12733,145031,Rejected
LOAN00729,34,Female,No,0,Graduate,No,Salaried,Good,Urban,Business,240,35754,2034,168839,Approved
LOAN00730,29,Male,Yes,3+,Graduate,Yes,Salaried,Good,Urban,Personal,180,37047,8181,124900,Approved
LOAN00731,21,Male,No,0,Not Graduate,No,Business Owner,Good,Rural,Personal,360,40182,4090,169211,Rejected
LOAN00732,65,Female,No,3+,Not Graduate,No,Salaried,Good,Semiurban,Personal,360,26148,11877,84333,Approved
LOAN00733,33,Female,No,1,Graduate,No,Salaried,Good,Urban,Home,360,21896,2784,111242,Approved
LOAN00734,24,Male,No,0,Graduate,No,Salaried,Good,Semiurban,Home,240,30980,4634,63420,Approved
LOAN00735,21,Female,Yes,3+,Not Graduate,Yes,Salaried,Average,Rural,Medical,180,38914,6587,176003,Approved
LOAN00736,60,Male,No,0,Not Graduate,No,Salaried,Good,Urban,Education,360,23172,5107,116741,Approved
LOAN00737,52,Female,Yes,1,Not Graduate,Yes,Salaried,Poor,Rural,Home,120,19812,12417,96740,Rejected
LOAN00738,54,Female,Yes,1,Not Graduate,No,Freelancer,Good,Urban,Vehicle,360,29787,4257,137770,Approved
LOAN00739,48,Female,No,0,Graduate,No,Business Owner,Average,Rural,Home,240,19930,7278,59466,Rejected
LOAN00740,51,Female,No,0,Graduate,Yes,Freelancer,Good,Semiurban,Vehicle,240,49134,2490,126751,Approved
LOAN00741,28,Female,No,1,Graduate,Yes,Freelancer,Good,Urban,Personal,360,7718,10728,77171,Approved
LOAN00742,59,Male,Yes,2,Graduate,No,Salaried,Good,Semiurban,Vehicle,120,21468,12497,112404,Approved
LOAN00743,46,Female,No,0,Not Graduate,No,Salaried,Good,Rural,Home,240,68603,10470,147918,Approved
LOAN00744,54,Male,No,3+,Graduate,No,Salaried,Average,Rural,Education,360,32867,1316,124580,Rejected
LOAN00745,23,Male,Yes,0,Graduate,No,Government,Average,Urban,Education,360,39449,21870,209405,Rejected
LOAN00746,32,Male,Yes,0,Graduate,No,Freelancer,Average,Semiurban,Education,360,34269,4057,88768,Approved
LOAN00747,21,Male,Yes,0,Graduate,Yes,Salaried,Good,Semiurban,Home,360,27384,17251,148055,Approved
LOAN00748,64,Female,Yes,0,Graduate,No,Salaried,Average,Semiurban,Education,120,59447,15389,199072,Rejected
LOAN00749,25,Male,No,0,Graduate,Yes,Unemployed,Good,Rural,Business,180,28076,3120,102268,Rejected
LOAN00750,50,Female,No,3+,Graduate,No,Business Owner,Poor,Urban,Business,300,25014,5505,58137,Rejected
LOAN00751,50,Male,No,0,Graduate,No,Government,Average,Urban,Personal,240,48803,4795,211413,Approved
LOAN00752,37,Male,No,0,Not Graduate,Yes,Salaried,Good,Semiurban,Business,240,15233,18993,128270,Approved
LOAN00753,43,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Home,360,31938,4904,132508,Approved
LOAN00754,35,Male,No,2,Graduate,No,Government,Good,Rural,Business,60,28752,4632,86214,Approved
LOAN00755,57,Male,Yes,2,Graduate,No,Freelancer,Average,Semiurban,Vehicle,360,31670,10676,95143,Approved
LOAN00756,41,Female,No,0,Graduate,No,Freelancer,Good,Semiurban,Home,60,29150,4390,72974,Approved
LOAN00757,34,Male,Yes,0,Graduate,No,Business Owner,Average,Rural,Business,120,42993,12818,155723,Rejected
LOAN00758,22,Female,No,0,Not Graduate,No,Business Owner,Good,Semiurban,Home,240,59567,3153,261470,Approved
LOAN00759,31,Male,Yes,0,Not Graduate,No,Freelancer,Good,Semiurban,Home,360,44654,13757,208190,Approved
LOAN00760,59,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Personal,180,31207,40306,227887,Approved
LOAN00761,58,Female,No,0,Graduate,No,Salaried,Good,Urban,Personal,360,48250,3099,158145,Approved
LOAN00762,54,Male,Yes,0,Not Graduate,No,Government,Average,Urban,Business,360,50862,10333,136618,Approved
LOAN00763,58,Male,Yes,1,Not Graduate,No,Salaried,Good,Semiurban,Vehicle,180,42720,25589,197437,Approved
LOAN00764,54,Male,Yes,0,Graduate,No,Business Owner,Good,Semiurban,Personal,300,58215,23288,257025,Approved
LOAN00765,38,Male,No,3+,Graduate,No,Freelancer,Good,Urban,Medical,360,12628,6164,32463,Approved
LOAN00766,50,Female,Yes,3+,Graduate,No,Unemployed,Good,Semiurban,Education,300,36756,16530,195701,Approved
LOAN00767,35,Male,Yes,1,Graduate,No,Salaried,Average,Urban,Business,180,41712,1860,202106,Approved
LOAN00768,47,Female,Yes,0,Graduate,No,Salaried,Good,Rural,Education,360,18647,5988,108611,Approved
LOAN00769,54,Female,Yes,0,Graduate,No,Government,Average,Urban,Home,360,40109,20784,168414,Approved
LOAN00770,58,Male,Yes,0,Graduate,No,Government,Average,Rural,Education,60,54815,8054,203569,Approved
LOAN00771,53,Female,Yes,2,Graduate,No,Freelancer,Average,Semiurban,Vehicle,120,32835,9699,93310,Rejected
LOAN00772,44,Male,Yes,1,Not Graduate,No,Business Owner,Good,Semiurban,Personal,180,48798,6282,186682,Approved
LOAN00773,35,Female,Yes,2,Not Graduate,Yes,Salaried,Good,Urban,Personal,180,57540,5705,133554,Approved
LOAN00774,50,Male,Yes,3+,Graduate,Yes,Business Owner,Average,Rural,Home,240,66444,2446,165798,Approved
LOAN00775,62,Female,No,0,Not Graduate,No,Government,Average,Urban,Business,300,61265,3981,139731,Rejected
LOAN00776,37,Male,Yes,1,Graduate,No,Government,Average,Semiurban,Home,240,67139,14463,190039,Approved
LOAN00777,25,Male,Yes,0,Not Graduate,No,Salaried,Good,Rural,Home,360,29004,12684,146206,Rejected
LOAN00778,49,Female,No,0,Graduate,No,Salaried,Good,Rural,Personal,360,30468,6914,63450,Approved
LOAN00779,24,Female,Yes,0,Graduate,No,Business Owner,Good,Semiurban,Education,360,11932,4641,76876,Approved
LOAN00780,30,Male,No,0,Graduate,No,Unemployed,Average,Rural,Vehicle,300,22487,10775,75829,Approved
LOAN00781,37,Male,Yes,3+,Graduate,Yes,Freelancer,Good,Semiurban,Home,120,62837,4928,157050,Approved
LOAN00782,30,Female,Yes,0,Not Graduate,Yes,Salaried,Good,Urban,Education,300,27662,6901,81199,Approved
LOAN00783,37,Female,Yes,1,Graduate,No,Salaried,Average,Semiurban,Business,360,43430,11819,134473,Approved
LOAN00784,40,Female,No,1,Graduate,No,Business Owner,Good,Urban,Home,180,40470,7048,177333,Approved
LOAN00785,44,Female,No,2,Graduate,No,Salaried,Good,Urban,Home,120,63469,4527,189705,Approved
LOAN00786,25,Female,Yes,0,Graduate,No,Government,Good,Rural,Home,240,14630,5840,88568,Approved
LOAN00787,54,Female,Yes,2,Graduate,No,Freelancer,Good,Semiurban,Business,240,42561,7609,145377,Approved
LOAN00788,26,Male,No,1,Graduate,No,Business Owner,Good,Urban,Medical,240,42250,3177,120077,Approved
LOAN00789,22,Male,Yes,0,Not Graduate,No,Salaried,Good,Rural,Personal,180,24686,16552,99529,Approved
LOAN00790,33,Female,Yes,0,Not Graduate,No,Government,Good,Urban,Medical,240,55944,14913,224649,Approved
LOAN00791,63,Female,No,1,Not Graduate,No,Salaried,Good,Rural,Personal,360,19350,21500,104629,Approved
LOAN00792,63,Male,No,2,Graduate,No,Salaried,Good,Rural,Personal,240,58632,3969,191769,Approved
LOAN00793,31,Male,Yes,1,Graduate,No,Government,Average,Rural,Business,360,13766,17593,98092,Approved
LOAN00794,43,Female,No,2,Graduate,No,Government,Good,Rural,Business,300,24168,2706,96307,Approved
LOAN00795,36,Male,No,1,Graduate,No,Government,Good,Urban,Education,300,34100,3115,160185,Approved
LOAN00796,51,Male,Yes,0,Graduate,No,Salaried,Good,Semiurban,Personal,180,40053,15464,121125,Approved
